(1112226,1112228)
(1112226,1112232)
(1112226,1112235)
(1112226,1112237)
(1112226,1112242)
(1112228,1112232)
(1112228,1112235)
(1112228,1112237)
(1112228,1112242)
(1112232,1112235)
(1112232,1112237)
(1112232,1112242)
(1112235,1112237)
(1112235,1112242)
(1112237,1112242)
(1112246,1112253)
(1112246,1112258)
(1112246,1112262)
(1112253,1112258)
(1112253,1112262)
(1112258,1112262)
(1112279,1112284)
(1112279,1112296)
(1112279,1112305)
(1112284,1112296)
(1112284,1112305)
(1112296,1112305)
(1112324,1112338)
(1112324,1112343)
(1112324,1112354)
(1112338,1112343)
(1112338,1112354)
(1112343,1112354)
(1112360,1112364)
(1112394,1112400)
(1112405,1112408)
(1112405,1112409)
(1112408,1112409)
(1112425,1112433)
(1112471,1112477)
(1112490,1112492)
(1112490,1112499)
(1112492,1112499)
(1112506,1112510)
(1112515,1112518)
(1112532,1112540)
(1112532,1112542)
(1112540,1112542)
(1112563,1112565)
(1112563,1112567)
(1112565,1112567)
(1112572,1112577)
(1112584,1112593)
(1112599,1112604)
(1112616,1112622)
(1112685,1112691)
(1112714,1112719)
(1112762,1112769)
(1112762,1112780)
(1112762,1112789)
(1112769,1112780)
(1112769,1112789)
(1112780,1112789)
(1112805,1112811)
(1112805,1112825)
(1112805,1112841)
(1112805,1112853)
(1112811,1112825)
(1112811,1112841)
(1112811,1112853)
(1112825,1112841)
(1112825,1112853)
(1112841,1112853)
(1112860,1112871)
(1112889,1112893)
(1112909,1112930)
(1112968,1112974)
(1112968,1112978)
(1112968,1112979)
(1112974,1112978)
(1112974,1112979)
(1112978,1112979)
(1112986,1112992)
(1112998,1113005)
(1112998,1113011)
(1113005,1113011)
(1113029,1113041)
(1113054,1113058)
(1113132,1113136)
(1113165,1113169)
(1113179,1113181)
